workload,workload_class,comm_volume_gb,latency_sensitivity,network_config,available_bandwidth_gbps,network_congestion,network_grade,measured_latency_ms,throughput_gbps,run
GPT-2-small,communication,3.2,medium,Ethernet-50Gbps,50,0.5,1,126.40282386599982,27.094196605224308,4
GPT-2-medium,communication,6.5,medium,200Gbps-uncongested,200,0.0,1,34.410529783807654,192.65785179409696,0
GPT-2-medium,communication,6.5,medium,200Gbps-uncongested,200,0.0,1,33.450055033521345,199.3838644879887,1
GPT-2-medium,communication,6.5,medium,200Gbps-uncongested,200,0.0,1,31.464336560152507,214.13855899978677,2
GPT-2-medium,communication,6.5,medium,200Gbps-uncongested,200,0.0,1,32.77346159904473,174.777725488252,3
GPT-2-medium,communication,6.5,medium,200Gbps-uncongested,200,0.0,1,34.08142389482869,222.0814616663592,4
GPT-2-medium,communication,6.5,medium,200Gbps-light,200,0.2,1,43.04379380279865,165.06628522799883,0
GPT-2-medium,communication,6.5,medium,200Gbps-light,200,0.2,1,45.5311705798762,163.336624202546,1
GPT-2-medium,communication,6.5,medium,200Gbps-light,200,0.2,1,43.210991967775065,151.40322089039296,2
GPT-2-medium,communication,6.5,medium,200Gbps-light,200,0.2,1,44.37682078954538,175.01093144651986,3
GPT-2-medium,communication,6.5,medium,200Gbps-light,200,0.2,1,45.64129917158431,155.25613654929785,4
GPT-2-medium,communication,6.5,medium,200Gbps-moderate,200,0.4,1,59.33322141469376,92.65399084195128,0
GPT-2-medium,communication,6.5,medium,200Gbps-moderate,200,0.4,1,60.410292649988676,103.29874772373024,1
GPT-2-medium,communication,6.5,medium,200Gbps-moderate,200,0.4,1,56.093613521870935,109.25116901158903,2
GPT-2-medium,communication,6.5,medium,200Gbps-moderate,200,0.4,1,53.43071941749644,131.14393715883378,3
GPT-2-medium,communication,6.5,medium,200Gbps-moderate,200,0.4,1,55.79294334586203,123.32643726461488,4
GPT-2-medium,communication,6.5,medium,200Gbps-heavy,200,0.6,1,69.66040911182316,83.05306129422797,0
GPT-2-medium,communication,6.5,medium,200Gbps-heavy,200,0.6,1,70.09242017630899,71.78884976519315,1
GPT-2-medium,communication,6.5,medium,200Gbps-heavy,200,0.6,1,73.30239636672219,76.8399578677676,2
GPT-2-medium,communication,6.5,medium,200Gbps-heavy,200,0.6,1,64.38986300028456,77.26006296981816,3
GPT-2-medium,communication,6.5,medium,200Gbps-heavy,200,0.6,1,75.06368774562272,85.44141914952635,4
GPT-2-medium,communication,6.5,medium,100Gbps-moderate,100,0.4,1,112.2660009899551,58.323563019271546,0
GPT-2-medium,communication,6.5,medium,100Gbps-moderate,100,0.4,1,112.42034663122882,69.96839032109204,1
GPT-2-medium,communication,6.5,medium,100Gbps-moderate,100,0.4,1,116.43976796440877,62.06419990651714,2
GPT-2-medium,communication,6.5,medium,100Gbps-moderate,100,0.4,1,120.14370918563114,61.14618796332727,3
GPT-2-medium,communication,6.5,medium,100Gbps-moderate,100,0.4,1,112.77793305366103,59.057520724392106,4
GPT-2-medium,communication,6.5,medium,InfiniBand-200Gbps,200,0.15,1,41.112053065906046,169.49377758346617,0
GPT-2-medium,communication,6.5,medium,InfiniBand-200Gbps,200,0.15,1,42.760856846614374,170.70646404697928,1
GPT-2-medium,communication,6.5,medium,InfiniBand-200Gbps,200,0.15,1,42.77119351866984,168.90225451052328,2
GPT-2-medium,communication,6.5,medium,InfiniBand-200Gbps,200,0.15,1,41.42198910111596,142.82447069036334,3
GPT-2-medium,communication,6.5,medium,InfiniBand-200Gbps,200,0.15,1,43.15013887969628,174.7122432722127,4
GPT-2-medium,communication,6.5,medium,Ethernet-100Gbps,100,0.35,1,113.29492759470175,49.93947203339282,0
GPT-2-medium,communication,6.5,medium,Ethernet-100Gbps,100,0.35,1,119.17799828507181,64.27413393359309,1
GPT-2-medium,communication,6.5,medium,Ethernet-100Gbps,100,0.35,1,113.88936529538552,59.59248917894724,2
GPT-2-medium,communication,6.5,medium,Ethernet-100Gbps,100,0.35,1,111.21638264206123,59.52223907149699,3
GPT-2-medium,communication,6.5,medium,Ethernet-100Gbps,100,0.35,1,104.54460594937078,74.95296304010728,4
GPT-2-medium,communication,6.5,medium,Ethernet-50Gbps,50,0.5,1,251.48547733405908,25.43486574635945,0
GPT-2-medium,communication,6.5,medium,Ethernet-50Gbps,50,0.5,1,264.9520317372596,25.99136377594521,1
GPT-2-medium,communication,6.5,medium,Ethernet-50Gbps,50,0.5,1,255.81586500670554,25.729922004932448,2
GPT-2-medium,communication,6.5,medium,Ethernet-50Gbps,50,0.5,1,284.4183619219703,24.88476240593283,3
GPT-2-medium,communication,6.5,medium,Ethernet-50Gbps,50,0.5,1,256.4592652414986,27.10130879201522,4
T5-base,communication,4.8,medium,200Gbps-uncongested,200,0.0,1,24.733038202685137,218.9924848889661,0
T5-base,communication,4.8,medium,200Gbps-uncongested,200,0.0,1,24.186011978940453,181.71192139631228,1
T5-base,communication,4.8,medium,200Gbps-uncongested,200,0.0,1,25.35167757691535,181.658473711701,2
T5-base,communication,4.8,medium,200Gbps-uncongested,200,0.0,1,23.79215093582699,187.93158639969027,3
T5-base,communication,4.8,medium,200Gbps-uncongested,200,0.0,1,23.362337875086336,205.2601985648557,4
T5-base,communication,4.8,medium,200Gbps-light,200,0.2,1,33.33972668159811,165.40058565421165,0
T5-base,communication,4.8,medium,200Gbps-light,200,0.2,1,35.45999505079934,165.80523905937895,1
T5-base,communication,4.8,medium,200Gbps-light,200,0.2,1,32.41193052022628,172.34031575409097,2
T5-base,communication,4.8,medium,200Gbps-light,200,0.2,1,34.76397502089199,144.2866199662465,3
T5-base,communication,4.8,medium,200Gbps-light,200,0.2,1,33.79260948959742,168.9750111015795,4
T5-base,communication,4.8,medium,200Gbps-moderate,200,0.4,1,41.55982698510002,133.20678540779156,0
T5-base,communication,4.8,medium,200Gbps-moderate,200,0.4,1,41.87097649610326,121.2055339533268,1
T5-base,communication,4.8,medium,200Gbps-moderate,200,0.4,1,41.822426620651214,120.1495588567821,2
T5-base,communication,4.8,medium,200Gbps-moderate,200,0.4,1,39.875044738580435,106.17551152709477,3
T5-base,communication,4.8,medium,200Gbps-moderate,200,0.4,1,45.550909117740176,111.86917105614405,4
T5-base,communication,4.8,medium,200Gbps-heavy,200,0.6,1,49.00656659905796,66.21830327293623,0
T5-base,communication,4.8,medium,200Gbps-heavy,200,0.6,1,49.91517674423801,71.532225322192,1
T5-base,communication,4.8,medium,200Gbps-heavy,200,0.6,1,55.795820334726585,86.46282937179286,2
T5-base,communication,4.8,medium,200Gbps-heavy,200,0.6,1,49.78836239133869,94.41558915420357,3
T5-base,communication,4.8,medium,200Gbps-heavy,200,0.6,1,54.093614146150216,77.92107914554481,4
T5-base,communication,4.8,medium,100Gbps-moderate,100,0.4,1,73.83063214037712,70.99652434843556,0
T5-base,communication,4.8,medium,100Gbps-moderate,100,0.4,1,78.51274115584108,52.10208601460692,1
T5-base,communication,4.8,medium,100Gbps-moderate,100,0.4,1,88.68896901004067,71.71081155042852,2
T5-base,communication,4.8,medium,100Gbps-moderate,100,0.4,1,90.21490095309126,62.70676377625132,3
T5-base,communication,4.8,medium,100Gbps-moderate,100,0.4,1,86.88411987890042,64.09639468214547,4
T5-base,communication,4.8,medium,InfiniBand-200Gbps,200,0.15,1,31.624930273503278,173.82420336598352,0
T5-base,communication,4.8,medium,InfiniBand-200Gbps,200,0.15,1,30.627493869301684,169.1487334605665,1
T5-base,communication,4.8,medium,InfiniBand-200Gbps,200,0.15,1,29.320132071648423,166.1828189546119,2
T5-base,communication,4.8,medium,InfiniBand-200Gbps,200,0.15,1,27.88963610337422,168.66258107559142,3
T5-base,communication,4.8,medium,InfiniBand-200Gbps,200,0.15,1,28.962693235199772,154.99118528586553,4
T5-base,communication,4.8,medium,Ethernet-100Gbps,100,0.35,1,80.40426575850215,72.23841188899192,0
T5-base,communication,4.8,medium,Ethernet-100Gbps,100,0.35,1,83.34641772704047,56.83339686115948,1
T5-base,communication,4.8,medium,Ethernet-100Gbps,100,0.35,1,75.74445039335257,69.89201017753872,2
T5-base,communication,4.8,medium,Ethernet-100Gbps,100,0.35,1,75.7729017913708,63.83190762001547,3
T5-base,communication,4.8,medium,Ethernet-100Gbps,100,0.35,1,81.87911383205096,59.9646088347091,4
T5-base,communication,4.8,medium,Ethernet-50Gbps,50,0.5,1,188.48789537011837,22.33194901016359,0
T5-base,communication,4.8,medium,Ethernet-50Gbps,50,0.5,1,181.86217833795737,25.639563868285077,1
T5-base,communication,4.8,medium,Ethernet-50Gbps,50,0.5,1,172.5656837481406,25.8809494759208,2
T5-base,communication,4.8,medium,Ethernet-50Gbps,50,0.5,1,187.31589563506236,26.1049799088343,3
T5-base,communication,4.8,medium,Ethernet-50Gbps,50,0.5,1,189.5991950068562,27.72828085994769,4
T5-large,communication,8.9,medium,200Gbps-uncongested,200,0.0,2,43.72912550624179,193.12951134199596,0
T5-large,communication,8.9,medium,200Gbps-uncongested,200,0.0,2,43.72276557055355,208.6927684645822,1
T5-large,communication,8.9,medium,200Gbps-uncongested,200,0.0,2,43.563196930151065,200.6494670592621,2
T5-large,communication,8.9,medium,200Gbps-uncongested,200,0.0,2,41.931707514287076,189.3935853191848,3
T5-large,communication,8.9,medium,200Gbps-uncongested,200,0.0,2,40.4093781935993,227.99322789099102,4
T5-large,communication,8.9,medium,200Gbps-light,200,0.2,2,57.05602150562123,151.1308134682124,0
T5-large,communication,8.9,medium,200Gbps-light,200,0.2,2,58.65445446069526,171.45503202488885,1
T5-large,communication,8.9,medium,200Gbps-light,200,0.2,2,59.94260913293001,175.97109853022377,2
T5-large,communication,8.9,medium,200Gbps-light,200,0.2,2,58.79109053269565,163.57112527646467,3
T5-large,communication,8.9,medium,200Gbps-light,200,0.2,2,58.29872454013266,187.45790883549938,4
T5-large,communication,8.9,medium,200Gbps-moderate,200,0.4,2,73.57780110526055,122.97427881817946,0
T5-large,communication,8.9,medium,200Gbps-moderate,200,0.4,2,80.70144180481743,123.97247133553438,1
T5-large,communication,8.9,medium,200Gbps-moderate,200,0.4,2,77.49797160761209,118.7537212825591,2
T5-large,communication,8.9,medium,200Gbps-moderate,200,0.4,2,78.39400873562143,118.5887807843665,3
T5-large,communication,8.9,medium,200Gbps-moderate,200,0.4,2,81.9925154909801,141.22102081527697,4
T5-large,communication,8.9,medium,200Gbps-heavy,200,0.6,2,92.94050557850261,71.2332609306939,0
T5-large,communication,8.9,medium,200Gbps-heavy,200,0.6,2,95.18345641925842,96.51013976098764,1
T5-large,communication,8.9,medium,200Gbps-heavy,200,0.6,2,91.76368456034002,90.49034755484203,2
T5-large,communication,8.9,medium,200Gbps-heavy,200,0.6,2,103.62533738760176,76.45703525306884,3
T5-large,communication,8.9,medium,200Gbps-heavy,200,0.6,2,98.32536344981634,90.42173838802265,4
T5-large,communication,8.9,medium,100Gbps-moderate,100,0.4,2,153.47967460418968,59.022814271508665,0
T5-large,communication,8.9,medium,100Gbps-moderate,100,0.4,2,151.89524988210096,55.12916769267424,1
T5-large,communication,8.9,medium,100Gbps-moderate,100,0.4,2,151.36649107814577,54.125086719541166,2
T5-large,communication,8.9,medium,100Gbps-moderate,100,0.4,2,156.71192244214492,56.30412849091852,3
T5-large,communication,8.9,medium,100Gbps-moderate,100,0.4,2,158.27404800141005,52.53170089822259,4
T5-large,communication,8.9,medium,InfiniBand-200Gbps,200,0.15,2,57.428780343437815,181.33599387788138,0
T5-large,communication,8.9,medium,InfiniBand-200Gbps,200,0.15,2,50.86242153697467,175.087169349927,1
T5-large,communication,8.9,medium,InfiniBand-200Gbps,200,0.15,2,59.96194586008692,153.5488821457996,2
T5-large,communication,8.9,medium,InfiniBand-200Gbps,200,0.15,2,61.21866760637506,175.6986585273782,3
T5-large,communication,8.9,medium,InfiniBand-200Gbps,200,0.15,2,54.50268867892461,169.2415405438552,4
T5-large,communication,8.9,medium,Ethernet-100Gbps,100,0.35,2,151.8786553644793,65.39522803534454,0
T5-large,communication,8.9,medium,Ethernet-100Gbps,100,0.35,2,151.73407136997736,60.2124973159873,1
T5-large,communication,8.9,medium,Ethernet-100Gbps,100,0.35,2,149.00509241585246,57.6486846160941,2
T5-large,communication,8.9,medium,Ethernet-100Gbps,100,0.35,2,146.93220199794638,60.2996802643831,3
T5-large,communication,8.9,medium,Ethernet-100Gbps,100,0.35,2,142.32003514092617,71.42768451109427,4
T5-large,communication,8.9,medium,Ethernet-50Gbps,50,0.5,2,366.62628920564254,26.218276241814355,0
T5-large,communication,8.9,medium,Ethernet-50Gbps,50,0.5,2,328.66878202033996,24.367183100610397,1
T5-large,communication,8.9,medium,Ethernet-50Gbps,50,0.5,2,368.7432998629194,25.28343382727981,2
T5-large,communication,8.9,medium,Ethernet-50Gbps,50,0.5,2,387.97272051921306,25.786635678788745,3
T5-large,communication,8.9,medium,Ethernet-50Gbps,50,0.5,2,350.9946037827369,24.381767071594997,4
CosmoFlow,collective,12.5,high,200Gbps-uncongested,200,0.0,2,61.44269074945765,197.5604826179113,0
CosmoFlow,collective,12.5,high,200Gbps-uncongested,200,0.0,2,63.19613243618345,215.30723706871333,1
CosmoFlow,collective,12.5,high,200Gbps-uncongested,200,0.0,2,58.6365067733522,178.70027274307557,2
CosmoFlow,collective,12.5,high,200Gbps-uncongested,200,0.0,2,55.431502157277535,208.1278612306007,3
CosmoFlow,collective,12.5,high,200Gbps-uncongested,200,0.0,2,57.66794858955727,165.55375051276027,4
CosmoFlow,collective,12.5,high,200Gbps-light,200,0.2,2,105.77570687165114,191.9103938231397,0
CosmoFlow,collective,12.5,high,200Gbps-light,200,0.2,2,103.72826980707454,170.732681912981,1
CosmoFlow,collective,12.5,high,200Gbps-light,200,0.2,2,104.18429537820698,158.7342124391534,2
CosmoFlow,collective,12.5,high,200Gbps-light,200,0.2,2,108.52792364831302,156.28448583438526,3
CosmoFlow,collective,12.5,high,200Gbps-light,200,0.2,2,105.14699381690137,164.117731919309,4
CosmoFlow,collective,12.5,high,200Gbps-moderate,200,0.4,2,141.5911343727316,129.52360655555063,0
CosmoFlow,collective,12.5,high,200Gbps-moderate,200,0.4,2,145.20293146951607,112.74484646886869,1
CosmoFlow,collective,12.5,high,200Gbps-moderate,200,0.4,2,150.41389045583796,111.37470737480604,2
CosmoFlow,collective,12.5,high,200Gbps-moderate,200,0.4,2,146.6907799611997,119.91245763221565,3
CosmoFlow,collective,12.5,high,200Gbps-moderate,200,0.4,2,154.43771166380552,124.55710303564754,4
CosmoFlow,collective,12.5,high,200Gbps-heavy,200,0.6,2,188.9722181026918,85.23370431488183,0
CosmoFlow,collective,12.5,high,200Gbps-heavy,200,0.6,2,202.3609722960012,83.56998596065193,1
CosmoFlow,collective,12.5,high,200Gbps-heavy,200,0.6,2,189.30692480930932,71.60424811295898,2
CosmoFlow,collective,12.5,high,200Gbps-heavy,200,0.6,2,179.13253065327865,78.04656189213013,3
CosmoFlow,collective,12.5,high,200Gbps-heavy,200,0.6,2,183.44272513826363,78.80338366089315,4
CosmoFlow,collective,12.5,high,100Gbps-moderate,100,0.4,2,293.79858288423503,62.54252522091231,0
CosmoFlow,collective,12.5,high,100Gbps-moderate,100,0.4,2,291.93605305577506,62.335207890365766,1
CosmoFlow,collective,12.5,high,100Gbps-moderate,100,0.4,2,293.91319943569516,50.51776048150142,2
CosmoFlow,collective,12.5,high,100Gbps-moderate,100,0.4,2,279.20895419210814,59.308379732536245,3
CosmoFlow,collective,12.5,high,100Gbps-moderate,100,0.4,2,275.24861216541353,62.87965790398178,4
CosmoFlow,collective,12.5,high,InfiniBand-200Gbps,200,0.15,2,100.20262151893354,186.5751611830835,0
CosmoFlow,collective,12.5,high,InfiniBand-200Gbps,200,0.15,2,92.08526495920238,190.27387546115935,1
CosmoFlow,collective,12.5,high,InfiniBand-200Gbps,200,0.15,2,93.7705013190711,165.41563079279467,2
CosmoFlow,collective,12.5,high,InfiniBand-200Gbps,200,0.15,2,90.2238798159792,165.88641226376146,3
CosmoFlow,collective,12.5,high,InfiniBand-200Gbps,200,0.15,2,91.27206528236276,172.31766062430665,4
CosmoFlow,collective,12.5,high,Ethernet-100Gbps,100,0.35,2,273.78709172263143,65.01583930479775,0
CosmoFlow,collective,12.5,high,Ethernet-100Gbps,100,0.35,2,277.5402064678077,71.19136062888897,1
CosmoFlow,collective,12.5,high,Ethernet-100Gbps,100,0.35,2,284.50169648045005,57.2785305640605,2
CosmoFlow,collective,12.5,high,Ethernet-100Gbps,100,0.35,2,236.92337325954065,69.85846353844423,3
CosmoFlow,collective,12.5,high,Ethernet-100Gbps,100,0.35,2,253.0437920900005,63.83121991015805,4
CosmoFlow,collective,12.5,high,Ethernet-50Gbps,50,0.5,2,632.1068014933686,21.39603912483996,0
CosmoFlow,collective,12.5,high,Ethernet-50Gbps,50,0.5,2,689.5632629707418,26.51831032060529,1
CosmoFlow,collective,12.5,high,Ethernet-50Gbps,50,0.5,2,652.033647436542,19.81791541571018,2
CosmoFlow,collective,12.5,high,Ethernet-50Gbps,50,0.5,2,653.0496553626181,25.783608010805093,3
CosmoFlow,collective,12.5,high,Ethernet-50Gbps,50,0.5,2,621.7406394759662,25.36671983955831,4
DeepCAM,collective,11.2,high,200Gbps-uncongested,200,0.0,2,54.64563713116759,209.26866399361742,0
DeepCAM,collective,11.2,high,200Gbps-uncongested,200,0.0,2,55.014477569882445,184.4308969458951,1
DeepCAM,collective,11.2,high,200Gbps-uncongested,200,0.0,2,57.95937519986384,197.46352683156846,2
DeepCAM,collective,11.2,high,200Gbps-uncongested,200,0.0,2,54.61283914977753,185.06771265482885,3
DeepCAM,collective,11.2,high,200Gbps-uncongested,200,0.0,2,53.47540009439822,185.84315657556957,4
DeepCAM,collective,11.2,high,200Gbps-light,200,0.2,2,92.16482104957473,181.909868545822,0
DeepCAM,collective,11.2,high,200Gbps-light,200,0.2,2,86.59155328090505,139.3464141071777,1
DeepCAM,collective,11.2,high,200Gbps-light,200,0.2,2,99.80739331920859,157.3206569324561,2
DeepCAM,collective,11.2,high,200Gbps-light,200,0.2,2,89.85860719138556,173.31077999866977,3
DeepCAM,collective,11.2,high,200Gbps-light,200,0.2,2,90.15358401450443,183.3729243334008,4
DeepCAM,collective,11.2,high,200Gbps-moderate,200,0.4,2,135.698888530664,115.31605048180126,0
DeepCAM,collective,11.2,high,200Gbps-moderate,200,0.4,2,145.4073351495549,114.18513673916796,1
DeepCAM,collective,11.2,high,200Gbps-moderate,200,0.4,2,136.1200008788111,122.87320877190234,2
DeepCAM,collective,11.2,high,200Gbps-moderate,200,0.4,2,139.79267721167966,134.99050748857778,3
DeepCAM,collective,11.2,high,200Gbps-moderate,200,0.4,2,131.46002722824412,112.76718844467663,4
DeepCAM,collective,11.2,high,200Gbps-heavy,200,0.6,2,173.43023261788235,75.66262163358653,0
DeepCAM,collective,11.2,high,200Gbps-heavy,200,0.6,2,186.59785284036238,80.87382611892951,1
DeepCAM,collective,11.2,high,200Gbps-heavy,200,0.6,2,166.43457903770596,81.18195395753543,2
DeepCAM,collective,11.2,high,200Gbps-heavy,200,0.6,2,158.11224981140842,73.78167015353183,3
DeepCAM,collective,11.2,high,200Gbps-heavy,200,0.6,2,179.70663351656017,75.79587661458307,4
DeepCAM,collective,11.2,high,100Gbps-moderate,100,0.4,2,248.7592933522996,62.57593321213098,0
DeepCAM,collective,11.2,high,100Gbps-moderate,100,0.4,2,278.0623670299519,63.450975891192314,1
DeepCAM,collective,11.2,high,100Gbps-moderate,100,0.4,2,275.5731258762014,56.36738357486659,2
DeepCAM,collective,11.2,high,100Gbps-moderate,100,0.4,2,243.83873499901335,67.20640152938633,3
DeepCAM,collective,11.2,high,100Gbps-moderate,100,0.4,2,258.264827115197,58.796001521015775,4
DeepCAM,collective,11.2,high,InfiniBand-200Gbps,200,0.15,2,88.93690330634324,177.56472812784898,0
DeepCAM,collective,11.2,high,InfiniBand-200Gbps,200,0.15,2,85.29945389334812,199.44403189065474,1
DeepCAM,collective,11.2,high,InfiniBand-200Gbps,200,0.15,2,80.71501675417656,182.61862574190482,2
DeepCAM,collective,11.2,high,InfiniBand-200Gbps,200,0.15,2,83.63617777667046,173.6528549925403,3
DeepCAM,collective,11.2,high,InfiniBand-200Gbps,200,0.15,2,89.77203142654444,176.90656628553887,4
DeepCAM,collective,11.2,high,Ethernet-100Gbps,100,0.35,2,249.9093448681234,70.57703815401098,0
DeepCAM,collective,11.2,high,Ethernet-100Gbps,100,0.35,2,238.91864159169495,60.636109729837166,1
DeepCAM,collective,11.2,high,Ethernet-100Gbps,100,0.35,2,230.64616937743935,54.77494573524479,2
DeepCAM,collective,11.2,high,Ethernet-100Gbps,100,0.35,2,268.37923910064103,59.26331649824725,3
DeepCAM,collective,11.2,high,Ethernet-100Gbps,100,0.35,2,240.66716782238404,63.56057084057762,4
DeepCAM,collective,11.2,high,Ethernet-50Gbps,50,0.5,2,610.8087170825394,26.631474425078594,0
DeepCAM,collective,11.2,high,Ethernet-50Gbps,50,0.5,2,627.4439291420705,23.833845122862122,1
DeepCAM,collective,11.2,high,Ethernet-50Gbps,50,0.5,2,596.5357922025181,25.565159900976596,2
DeepCAM,collective,11.2,high,Ethernet-50Gbps,50,0.5,2,594.0823372202605,28.214691152039983,3
DeepCAM,collective,11.2,high,Ethernet-50Gbps,50,0.5,2,616.3301059672443,26.469755572099636,4
ClimateBench,collective,13.8,high,200Gbps-uncongested,200,0.0,2,69.61615271181891,218.7755817197652,0
ClimateBench,collective,13.8,high,200Gbps-uncongested,200,0.0,2,67.99269958742948,179.25068883270646,1
ClimateBench,collective,13.8,high,200Gbps-uncongested,200,0.0,2,68.72941741557287,189.57828969933072,2
ClimateBench,collective,13.8,high,200Gbps-uncongested,200,0.0,2,65.6018285624642,209.38182430008146,3
ClimateBench,collective,13.8,high,200Gbps-uncongested,200,0.0,2,71.55476230121684,200.340345227777,4
ClimateBench,collective,13.8,high,200Gbps-light,200,0.2,2,116.31963439345013,181.78835129133105,0
ClimateBench,collective,13.8,high,200Gbps-light,200,0.2,2,115.92970448994187,193.30154386150906,1
ClimateBench,collective,13.8,high,200Gbps-light,200,0.2,2,117.78975983557521,137.46223668280552,2
ClimateBench,collective,13.8,high,200Gbps-light,200,0.2,2,118.8655748122833,164.87882732649953,3
ClimateBench,collective,13.8,high,200Gbps-light,200,0.2,2,121.93789052997589,168.61672129625546,4
ClimateBench,collective,13.8,high,200Gbps-moderate,200,0.4,2,160.59920356700624,108.24673693162208,0
ClimateBench,collective,13.8,high,200Gbps-moderate,200,0.4,2,160.0286010055388,111.83500363959072,1
ClimateBench,collective,13.8,high,200Gbps-moderate,200,0.4,2,157.02467366759467,125.65035268243784,2
ClimateBench,collective,13.8,high,200Gbps-moderate,200,0.4,2,175.22149345315398,123.78884668630063,3
ClimateBench,collective,13.8,high,200Gbps-moderate,200,0.4,2,152.04891430307492,124.26818561491334,4
ClimateBench,collective,13.8,high,200Gbps-heavy,200,0.6,2,221.38473998991722,76.09738941235595,0
ClimateBench,collective,13.8,high,200Gbps-heavy,200,0.6,2,207.48699843987612,80.09400444626687,1
ClimateBench,collective,13.8,high,200Gbps-heavy,200,0.6,2,200.68897709139202,84.1489947766007,2
ClimateBench,collective,13.8,high,200Gbps-heavy,200,0.6,2,207.62349565492164,82.68500764100497,3
ClimateBench,collective,13.8,high,200Gbps-heavy,200,0.6,2,199.6174523031314,77.20026687793018,4
ClimateBench,collective,13.8,high,100Gbps-moderate,100,0.4,2,335.119761021121,58.210400869959514,0
ClimateBench,collective,13.8,high,100Gbps-moderate,100,0.4,2,351.36574353166526,58.08174630904991,1
ClimateBench,collective,13.8,high,100Gbps-moderate,100,0.4,2,327.07107329926885,64.47643599299083,2
ClimateBench,collective,13.8,high,100Gbps-moderate,100,0.4,2,300.49986666272366,51.54811770249228,3
ClimateBench,collective,13.8,high,100Gbps-moderate,100,0.4,2,298.7647767878118,66.06040369645048,4
ClimateBench,collective,13.8,high,InfiniBand-200Gbps,200,0.15,2,99.92337532219078,204.79151028508824,0
ClimateBench,collective,13.8,high,InfiniBand-200Gbps,200,0.15,2,99.85971906402716,172.5098977234797,1
ClimateBench,collective,13.8,high,InfiniBand-200Gbps,200,0.15,2,110.68205662885521,197.28286327896407,2
ClimateBench,collective,13.8,high,InfiniBand-200Gbps,200,0.15,2,113.35066962165844,186.43378073606672,3
ClimateBench,collective,13.8,high,InfiniBand-200Gbps,200,0.15,2,108.02036031633357,178.05836650913608,4
ClimateBench,collective,13.8,high,Ethernet-100Gbps,100,0.35,2,311.52323088071114,62.13383427509162,0
ClimateBench,collective,13.8,high,Ethernet-100Gbps,100,0.35,2,287.58652504126854,64.98245282146304,1
ClimateBench,collective,13.8,high,Ethernet-100Gbps,100,0.35,2,297.3019927565293,62.64321414349817,2
ClimateBench,collective,13.8,high,Ethernet-100Gbps,100,0.35,2,310.2942268428508,69.96758708456666,3
ClimateBench,collective,13.8,high,Ethernet-100Gbps,100,0.35,2,301.1789714080034,72.68315642148735,4
ClimateBench,collective,13.8,high,Ethernet-50Gbps,50,0.5,2,698.899314568978,24.612681081440563,0
ClimateBench,collective,13.8,high,Ethernet-50Gbps,50,0.5,2,714.6451102862534,21.26692676585388,1
ClimateBench,collective,13.8,high,Ethernet-50Gbps,50,0.5,2,738.1467460666695,24.756504983233434,2
ClimateBench,collective,13.8,high,Ethernet-50Gbps,50,0.5,2,797.3002126523818,26.261623369109554,3
ClimateBench,collective,13.8,high,Ethernet-50Gbps,50,0.5,2,703.2540136881901,28.70818513266838,4
HydroNet-3D,collective,10.5,high,200Gbps-uncongested,200,0.0,2,54.399622510502006,209.31356325549783,0
HydroNet-3D,collective,10.5,high,200Gbps-uncongested,200,0.0,2,50.68894457081952,184.64897221242433,1
HydroNet-3D,collective,10.5,high,200Gbps-uncongested,200,0.0,2,50.315387903138166,217.41997791526697,2
HydroNet-3D,collective,10.5,high,200Gbps-uncongested,200,0.0,2,56.100624075271824,224.69189645235502,3
HydroNet-3D,collective,10.5,high,200Gbps-uncongested,200,0.0,2,50.01637721465921,182.0861210673758,4
HydroNet-3D,collective,10.5,high,200Gbps-light,200,0.2,2,87.77217273129028,137.36397612079548,0
HydroNet-3D,collective,10.5,high,200Gbps-light,200,0.2,2,88.56653898881797,158.11068689537703,1
HydroNet-3D,collective,10.5,high,200Gbps-light,200,0.2,2,85.12725792032518,139.58780073898504,2
HydroNet-3D,collective,10.5,high,200Gbps-light,200,0.2,2,89.39642624567126,153.18142925232752,3
HydroNet-3D,collective,10.5,high,200Gbps-light,200,0.2,2,82.05981066469029,123.23504366999488,4
HydroNet-3D,collective,10.5,high,200Gbps-moderate,200,0.4,2,122.87759384587989,137.01361532802954,0
HydroNet-3D,collective,10.5,high,200Gbps-moderate,200,0.4,2,133.26751274575352,115.6118759367718,1
HydroNet-3D,collective,10.5,high,200Gbps-moderate,200,0.4,2,119.34185939425859,124.50023285832023,2
HydroNet-3D,collective,10.5,high,200Gbps-moderate,200,0.4,2,116.90446458311892,122.89720223826686,3
HydroNet-3D,collective,10.5,high,200Gbps-moderate,200,0.4,2,127.76006421271833,131.77855894928936,4
HydroNet-3D,collective,10.5,high,200Gbps-heavy,200,0.6,2,158.13964472914492,78.69648799886741,0
HydroNet-3D,collective,10.5,high,200Gbps-heavy,200,0.6,2,151.95841474635594,74.70796573414489,1
HydroNet-3D,collective,10.5,high,200Gbps-heavy,200,0.6,2,157.13576954799933,82.35113924362354,2
HydroNet-3D,collective,10.5,high,200Gbps-heavy,200,0.6,2,166.19560048434872,74.8596547156458,3
HydroNet-3D,collective,10.5,high,200Gbps-heavy,200,0.6,2,170.79761057608212,78.26480895332756,4
HydroNet-3D,collective,10.5,high,100Gbps-moderate,100,0.4,2,245.83083212032201,56.41338394009045,0
